Ticket_ID,Date_Logged,Customer_ID,Subject,Message_Body,Clean_Ticket,Complaint_Category
T000082,2023-12-02,C0103,Very disappointed,"The product is not working.<br>Poor quality.<br>What are my options?<br><br>—<br>Regards,<br>A very unhappy customer

Order number: 101103","The product is not working.Poor quality.What are my options?—Regards,A very unhappy customer Order number: 101103",Piegādes jautājumi
T000190,2023-12-11,C0041,Delivery delay,"<p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?

—
Regards,
A very unhappy customer</p>

My order #100790.","My delivery is delayed. Tracking shows in transit for days. Where is my order? — Regards, A very unhappy customer My order #100790.",Piegādes jautājumi
T000171,2023-12-10,C0075,Battery problem with my lock,"<p>My NordLock Pro battery drains in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: battery dies.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>","My NordLock Pro battery drains in 2 days. I changed batteries and it still dies. I can't rely on this. Also: battery dies. — Regards, A very unhappy customerASAP",Citi jautājumi
T000180,2023-12-11,C0187,Where is my order?,"My delivery is stuck.
Tracking shows no updates.
This is taking too long.

Sent from my Android device

My order #100954.",My delivery is stuck. Tracking shows no updates. This is taking too long. Sent from my Android device My order #100954.,Piegādes jautājumi
T000214,2023-12-13,C0135,Not working as expected,"<p>The product is defective.
This should not happen.
I want a replacement.
Also: defective.

Sent from my iPhone</p>

My order #100696.",The product is defective. This should not happen. I want a replacement. Also: defective. Sent from my iPhone My order #100696.,Piegādes jautājumi
T000084,2023-12-02,C0081,Delivery delay,"<p>My delivery is late.
Tracking shows in transit for days.
Please update me.
Also: where is my order.

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

My order #100162.","My delivery is late. Tracking shows in transit for days. Please update me. Also: where is my order. — Regards, A very unhappy customerThis is unacceptable. My order #100162.",Piegādes jautājumi
T000165,2023-12-10,C0271,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.

Sent from my iPhone",My NordLock Pro dies in 48 hours. I tried new batteries and it still dies. I can't rely on this. Sent from my iPhone,Citi jautājumi
T000270,2023-12-17,C0085,Can't connect the app,The app will not connect to the lock.<br>I tried pairing again but it fails.<br>Is there a fix?<br><br><p>Thanks</p><p>Customer</p>,The app will not connect to the lock.I tried pairing again but it fails.Is there a fix?ThanksCustomer,Kvalitātes problēmas
T000156,2023-12-09,C0066,Battery problem with my lock,"My NordLock Pro dies in a day.
I changed batteries and it still drains quickly.
This is unacceptable.

<p>Thanks</p><p>Customer</p>

My order #100663.",My NordLock Pro dies in a day. I changed batteries and it still drains quickly. This is unacceptable. ThanksCustomer My order #100663.,Piegādes jautājumi
T000090,2023-12-03,C0035,Battery dies in 2 days,"My NordLock Pro battery drains in 48 hours.<br>I tried new batteries and it still dies.<br>Please help ASAP.<br>Also: battery drains.<br><br><br><br>--<br>NordTech Customer

My order #100918.",My NordLock Pro battery drains in 48 hours.I tried new batteries and it still dies.Please help ASAP.Also: battery drains.--NordTech Customer My order #100918.,Piegādes jautājumi
T000237,2023-12-15,C0028,App cannot connect to WiFi,"The app cannot connect to the lock.<br>I tried resetting but it fails.<br>Is there a fix?<br><br><br><br>--<br>NordTech Customer

Order number: 100959",The app cannot connect to the lock.I tried resetting but it fails.Is there a fix?--NordTech Customer Order number: 100959,Kvalitātes problēmas
T000220,2023-12-14,C0126,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in 2 days.
I changed batteries and it still dies.
This is unacceptable.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>

My order #100239.",My NordLock Pro battery drains in 2 days. I changed batteries and it still dies. This is unacceptable. --NordTech CustomerPlease help! My order #100239.,Piegādes jautājumi
T000004,2023-11-21,C0143,App cannot connect to WiFi,"<p>The app will not connect to WiFi.
I tried pairing again but it fails.
It worked once and then stopped.

Sent from my Android device</p>",The app will not connect to WiFi. I tried pairing again but it fails. It worked once and then stopped. Sent from my Android device,Kvalitātes problēmas
T000105,2023-12-05,C0042,Where is my order?,"<p>My delivery is late.
Tracking shows no updates.
This is taking too long.
Also: still not received.

Sent from my Android device</p>

Ref: TX-100512",My delivery is late. Tracking shows no updates. This is taking too long. Also: still not received. Sent from my Android device Ref: TX-100512,Piegādes jautājumi
T000152,2023-12-09,C0024,Very disappointed,"The product is not working.<br>Very disappointed.<br>Please help.<br><br>Sent from my iPhone

Order number: 101200",The product is not working.Very disappointed.Please help.Sent from my iPhone Order number: 101200,Piegādes jautājumi
T000253,2023-12-16,C0198,NordLock Pro battery drains fast,"My smart lock dies in a day.<br>I changed batteries and it still drains quickly.<br>I can't rely on this.<br><br><p>Thanks</p><p>Customer</p>

My order #100746.",My smart lock dies in a day.I changed batteries and it still drains quickly.I can't rely on this.ThanksCustomer My order #100746.,Piegādes jautājumi
T000207,2023-12-13,C0004,Return request,I want to get a refund for this product.<br>It is defective.<br>Please send return instructions.<br><br><p>Thanks</p><p>Customer</p>,I want to get a refund for this product.It is defective.Please send return instructions.ThanksCustomer,Naudas atgriešana
T000026,2023-11-25,C0249,Delivery delay,"My delivery is late.
Tracking shows pending.
Please update me.

Sent from my Android device

Order number: 100219",My delivery is late. Tracking shows pending. Please update me. Sent from my Android device Order number: 100219,Piegādes jautājumi
T000153,2023-12-09,C0057,Battery dies in 2 days,"My NordLock Pro dies in 2 days.<br>I tried new batteries and it still drains quickly.<br>This is unacceptable.<br><br>Sent from my iPhone

Order number: 100758",My NordLock Pro dies in 2 days.I tried new batteries and it still drains quickly.This is unacceptable.Sent from my iPhone Order number: 100758,Piegādes jautājumi
T000001,2023-11-20,C0200,Delivery delay,"My delivery is late.
Tracking shows no updates.
Where is my order?
Also: where is my order.

<br><br>--<br>NordTech Customer

Ref: TX-100470",My delivery is late. Tracking shows no updates. Where is my order? Also: where is my order. --NordTech Customer Ref: TX-100470,Piegādes jautājumi
T000106,2023-12-05,C0047,NordLock Pro won't unlock,"I am locked out — the lock does not respond.
The app shows not responding.
I can't get into my house.
Also: locked out.

Sent from my Android device

Order number: 100859",I am locked out — the lock does not respond. The app shows not responding. I can't get into my house. Also: locked out. Sent from my Android device Order number: 100859,Piegādes jautājumi
T000313,2023-12-20,C0030,I want a refund,"<p>I want to get a refund for this product.
It is defective.
I need my money back.

Sent from my Android device</p><br><p>Please help!</p>",I want to get a refund for this product. It is defective. I need my money back. Sent from my Android devicePlease help!,Naudas atgriešana
T000132,2023-12-08,C0057,Locked out of my home,"I am stuck outside — the lock does not respond.<br>The app shows not responding.<br>I can't get into my house.<br>Also: stuck outside.<br><br>—<br>Regards,<br>A very unhappy customer

Order number: 100758","I am stuck outside — the lock does not respond.The app shows not responding.I can't get into my house.Also: stuck outside.—Regards,A very unhappy customer Order number: 100758",Piegādes jautājumi
T000039,2023-11-26,C0042,Delivery delay,"<p>My delivery is late.
Tracking shows no updates.
Where is my order?

—
Regards,
A very unhappy customer</p>

Order number: 100512","My delivery is late. Tracking shows no updates. Where is my order? — Regards, A very unhappy customer Order number: 100512",Piegādes jautājumi
T000259,2023-12-16,C0003,Locked out of my home,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.
Also: can't unlock.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>

My order #101005.","I am stuck outside — the lock will not unlock. The app shows offline. This is urgent. Also: can't unlock. — Regards, A very unhappy customerASAP My order #101005.",Piegādes jautājumi
T000239,2023-12-15,C0129,Battery problem with my lock,My NordLock Pro battery drains in a day.<br>I tried new batteries and it still dies.<br>Please help ASAP.<br><br><p>Thanks</p><p>Customer</p>,My NordLock Pro battery drains in a day.I tried new batteries and it still dies.Please help ASAP.ThanksCustomer,Citi jautājumi
T000249,2023-12-16,C0282,NordLock Pro pairing issue,"The app will not connect to WiFi.<br>I tried resetting but it fails.<br>Is there a fix?<br><br>Sent from my Android device

My order #100815.",The app will not connect to WiFi.I tried resetting but it fails.Is there a fix?Sent from my Android device My order #100815.,Kvalitātes problēmas
T000019,2023-11-24,C0083,Battery problem with my lock,"<p>My smart lock battery drains in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my Android device</p><br><p>This is unacceptable.</p>

My order #100568.",My smart lock battery drains in a day. I changed batteries and it still dies. This is unacceptable. Sent from my Android deviceThis is unacceptable. My order #100568.,Piegādes jautājumi
T000117,2023-12-06,C0103,NordLock Pro pairing issue,"The app will not connect to WiFi.<br>I tried reinstalling the app but it fails.<br>It worked once and then stopped.<br><br><br><br>--<br>NordTech Customer

My order #101103.",The app will not connect to WiFi.I tried reinstalling the app but it fails.It worked once and then stopped.--NordTech Customer My order #101103.,Kvalitātes problēmas
T000322,2023-12-20,C0034,NordLock Pro won't unlock,"I am stuck outside — the lock does not respond.
The app shows offline.
This is urgent.

Sent from my iPhone",I am stuck outside — the lock does not respond. The app shows offline. This is urgent. Sent from my iPhone,Citi jautājumi
T000017,2023-11-24,C0033,NordLock Pro won't unlock,"I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.
Also: can't get in.

—
Regards,
A very unhappy customer

Order number: 101185","I am stuck outside — the lock will not unlock. The app shows offline. This is urgent. Also: can't get in. — Regards, A very unhappy customer Order number: 101185",Piegādes jautājumi
T000134,2023-12-08,C0199,NordLock Pro battery drains fast,"<p>My smart lock dies in a day.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my iPhone</p>

Ref: TX-100140",My smart lock dies in a day. I tried new batteries and it still dies. This is unacceptable. Sent from my iPhone Ref: TX-100140,Citi jautājumi
T000069,2023-11-30,C0018,Not working as expected,"The product is defective.
This should not happen.
Please help.

Sent from my Android device

Ref: TX-100534",The product is defective. This should not happen. Please help. Sent from my Android device Ref: TX-100534,Citi jautājumi
T000152,2023-12-09,C0024,Very disappointed,"The product is not working.<br>Very disappointed.<br>Please help.<br><br>Sent from my iPhone

Order number: 101200",The product is not working.Very disappointed.Please help.Sent from my iPhone Order number: 101200,Piegādes jautājumi
T000095,2023-12-03,C0064,Return request,"I want to return this product.<br>It is defective.<br>How do I start an RMA?<br>Also: want a refund.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100566.","I want to return this product.It is defective.How do I start an RMA?Also: want a refund.—Regards,A very unhappy customer My order #100566.",Naudas atgriešana
T000301,2023-12-19,C0017,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>",The app will not connect to WiFi. I tried resetting but it fails. Please advise. ThanksCustomer,Kvalitātes problēmas
T000289,2023-12-18,C0183,I want a refund,"I want to get a refund for this product.
It is not as described.
How do I start an RMA?
Also: refund.

<br><br>--<br>NordTech Customer",I want to get a refund for this product. It is not as described. How do I start an RMA? Also: refund. --NordTech Customer,Naudas atgriešana
T000119,2023-12-06,C0166,Not working as expected,"The product is defective.
Poor quality.
What are my options?
Also: defective.

<br><br>--<br>NordTech Customer

Order number: 100689",The product is defective. Poor quality. What are my options? Also: defective. --NordTech Customer Order number: 100689,Piegādes jautājumi
T000112,2023-12-06,C0097,Product defective,The product is defective.<br>Poor quality.<br>What are my options?<br><br><br><br>--<br>NordTech Customer,The product is defective.Poor quality.What are my options?--NordTech Customer,Citi jautājumi
T000287,2023-12-18,C0048,NordLock Pro pairing issue,"The app will not connect to the lock.<br>I tried reinstalling the app but it fails.<br>Is there a fix?<br>Also: connectivity.<br><br>Sent from my Android device

My order #100066.",The app will not connect to the lock.I tried reinstalling the app but it fails.Is there a fix?Also: connectivity.Sent from my Android device My order #100066.,Kvalitātes problēmas
T000110,2023-12-05,C0113,Battery problem with my lock,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
This is unacceptable.

—
Regards,
A very unhappy customer</p>

My order #100122.","My smart lock dies in 2 days. I changed batteries and it still dies. This is unacceptable. — Regards, A very unhappy customer My order #100122.",Piegādes jautājumi
T000057,2023-11-29,C0118,Very disappointed,"The product is defective.
Poor quality.
I want a replacement.

Sent from my iPhone

My order #100914.",The product is defective. Poor quality. I want a replacement. Sent from my iPhone My order #100914.,Piegādes jautājumi
T000128,2023-12-08,C0002,Can't connect the app,"<p>The app will not connect to WiFi.
I tried pairing again but it fails.
Is there a fix?

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

Order number: 100748","The app will not connect to WiFi. I tried pairing again but it fails. Is there a fix? — Regards, A very unhappy customerThis is unacceptable. Order number: 100748",Kvalitātes problēmas
T000305,2023-12-19,C0244,Battery problem with my lock,"My smart lock dies in 2 days.<br>I changed batteries and it still dies.<br>I can't rely on this.<br><br><p>Thanks</p><p>Customer</p>

My order #100207.",My smart lock dies in 2 days.I changed batteries and it still dies.I can't rely on this.ThanksCustomer My order #100207.,Piegādes jautājumi
T000183,2023-12-11,C0010,NordLock Pro won't unlock,"<p>I am locked out — the lock will not unlock.
The app shows not responding.
This is urgent.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

Ref: TX-100813",I am locked out — the lock will not unlock. The app shows not responding. This is urgent. Sent from my iPhoneThis is unacceptable. Ref: TX-100813,Citi jautājumi
T000228,2023-12-14,C0282,Battery dies in 2 days,"<p>My smart lock battery drains in a day.
I changed batteries and it still drains quickly.
This is unacceptable.

<br><br>--<br>NordTech Customer</p>

My order #100815.",My smart lock battery drains in a day. I changed batteries and it still drains quickly. This is unacceptable. --NordTech Customer My order #100815.,Piegādes jautājumi
T000210,2023-12-13,C0019,Very disappointed,"The product is not working.<br>This should not happen.<br>Please help.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100784",The product is not working.This should not happen.Please help.ThanksCustomer Order number: 100784,Piegādes jautājumi
T000124,2023-12-07,C0124,Return request,"<p>I want to return this product.
It is not working.
Please send return instructions.
Also: want a refund.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Order number: 100070",I want to return this product. It is not working. Please send return instructions. Also: want a refund. ThanksCustomerThis is unacceptable. Order number: 100070,Naudas atgriešana
T000040,2023-11-26,C0069,Tracking shows no updates,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>—<br>Regards,<br>A very unhappy customer","My delivery is late.Tracking shows no updates.Please update me.—Regards,A very unhappy customer",Piegādes jautājumi
T000044,2023-11-27,C0135,Locked out of my home,"I am locked out — the lock will not unlock.<br>The app shows not responding.<br>This is urgent.<br>Also: door won't open.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100213",I am locked out — the lock will not unlock.The app shows not responding.This is urgent.Also: door won't open.ThanksCustomer Order number: 100213,Piegādes jautājumi
T000006,2023-11-21,C0018,Where is my order?,"My delivery is stuck.
Tracking shows pending.
This is taking too long.

<br><br>--<br>NordTech Customer

Order number: 100240",My delivery is stuck. Tracking shows pending. This is taking too long. --NordTech Customer Order number: 100240,Piegādes jautājumi
T000299,2023-12-19,C0033,NordLock Pro pairing issue,"The app cannot connect to the lock.
I tried resetting but it fails.
Please advise.

<br><br>--<br>NordTech Customer

My order #100818.",The app cannot connect to the lock. I tried resetting but it fails. Please advise. --NordTech Customer My order #100818.,Kvalitātes problēmas
T000230,2023-12-15,C0014,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in a day.
I tried new batteries and it still drains quickly.
Please help ASAP.

—
Regards,
A very unhappy customer</p>

My order #101137.","My NordLock Pro dies in a day. I tried new batteries and it still drains quickly. Please help ASAP. — Regards, A very unhappy customer My order #101137.",Piegādes jautājumi
T000243,2023-12-15,C0026,Can't connect the app,"<p>The app cannot connect to WiFi.
I tried pairing again but it fails.
It worked once and then stopped.
Also: app won't connect.

<br><br>--<br>NordTech Customer</p><br><p>ASAP</p>",The app cannot connect to WiFi. I tried pairing again but it fails. It worked once and then stopped. Also: app won't connect. --NordTech CustomerASAP,Kvalitātes problēmas
T000324,2023-12-20,C0025,NordLock Pro won't unlock,"<p>I am locked out — the lock does not respond.
The app shows offline.
I need immediate assistance.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Ref: TX-100523",I am locked out — the lock does not respond. The app shows offline. I need immediate assistance. ThanksCustomerThis is unacceptable. Ref: TX-100523,Citi jautājumi
T000320,2023-12-20,C0125,I want a refund,"I want to return this product.
It is not as described.
I need my money back.

—
Regards,
A very unhappy customer","I want to return this product. It is not as described. I need my money back. — Regards, A very unhappy customer",Naudas atgriešana
T000329,2023-12-21,C0057,Where is my order?,"<p>My delivery is delayed.
Tracking shows pending.
Where is my order?

<p>Thanks</p><p>Customer</p></p>",My delivery is delayed. Tracking shows pending. Where is my order? ThanksCustomer,Piegādes jautājumi
T000135,2023-12-08,C0125,Battery dies in 2 days,"My NordLock Pro dies in a day.
I tried new batteries and it still dies.
This is unacceptable.
Also: dead battery.

<p>Thanks</p><p>Customer</p>

My order #101032.",My NordLock Pro dies in a day. I tried new batteries and it still dies. This is unacceptable. Also: dead battery. ThanksCustomer My order #101032.,Piegādes jautājumi
T000081,2023-12-02,C0126,Very disappointed,"The product is broken.
Poor quality.
What are my options?

<br><br>--<br>NordTech Customer

Order number: 100239",The product is broken. Poor quality. What are my options? --NordTech Customer Order number: 100239,Kvalitātes problēmas
T000242,2023-12-15,C0125,Return request,"<p>I want to return this product.
It is not working.
I need my money back.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>",I want to return this product. It is not working. I need my money back. ThanksCustomerThis is unacceptable.,Citi jautājumi
T000194,2023-12-12,C0042,Battery problem with my lock,"<p>My smart lock battery drains in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: battery drains.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>

Order number: 100512",My smart lock battery drains in a day. I tried new batteries and it still drains quickly. This is unacceptable. Also: battery drains. --NordTech CustomerPlease help! Order number: 100512,Piegādes jautājumi
T000052,2023-11-28,C0030,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows pending.
This is taking too long.

Sent from my Android device</p>",My delivery is delayed. Tracking shows pending. This is taking too long. Sent from my Android device,Piegādes jautājumi
T000167,2023-12-10,C0085,Return request,"I want to return this product.
It is not as described.
How do I start an RMA?

<br><br>--<br>NordTech Customer",I want to return this product. It is not as described. How do I start an RMA? --NordTech Customer,Citi jautājumi
T000030,2023-11-25,C0279,Where is my order?,"My delivery is late.
Tracking shows in transit for days.
Please update me.
Also: tracking.

Sent from my Android device

My order #100965.",My delivery is late. Tracking shows in transit for days. Please update me. Also: tracking. Sent from my Android device My order #100965.,Piegādes jautājumi
T000252,2023-12-16,C0034,NordLock Pro won't unlock,"I am stuck outside — the lock will not unlock.
The app shows not responding.
This is urgent.

<p>Thanks</p><p>Customer</p>",I am stuck outside — the lock will not unlock. The app shows not responding. This is urgent. ThanksCustomer,Citi jautājumi
T000100,2023-12-04,C0028,Not working as expected,"The product is defective.<br>Poor quality.<br>I want a replacement.<br><br>Sent from my Android device

Ref: TX-100767",The product is defective.Poor quality.I want a replacement.Sent from my Android device Ref: TX-100767,Citi jautājumi
T000074,2023-12-01,C0203,Where is my order?,"<p>My delivery is late.
Tracking shows no updates.
This is taking too long.

Sent from my Android device</p>

Order number: 100575",My delivery is late. Tracking shows no updates. This is taking too long. Sent from my Android device Order number: 100575,Piegādes jautājumi
T000078,2023-12-01,C0054,Return request,"I want to get a refund for this product.<br>It is not as described.<br>I need my money back.<br>Also: money back.<br><br>Sent from my iPhone

My order #100607.",I want to get a refund for this product.It is not as described.I need my money back.Also: money back.Sent from my iPhone My order #100607.,Naudas atgriešana
T000260,2023-12-16,C0218,NordLock Pro pairing issue,"The app cannot connect to WiFi.
I tried resetting but it fails.
It worked once and then stopped.

—
Regards,
A very unhappy customer

Ref: TX-101105","The app cannot connect to WiFi. I tried resetting but it fails. It worked once and then stopped. — Regards, A very unhappy customer Ref: TX-101105",Kvalitātes problēmas
T000295,2023-12-19,C0017,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows pending.
Please update me.

Sent from my iPhone</p><br><p>Please help!</p>

Order number: 100977",My delivery is delayed. Tracking shows pending. Please update me. Sent from my iPhonePlease help! Order number: 100977,Piegādes jautājumi
T000229,2023-12-14,C0042,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: battery drains.

—
Regards,
A very unhappy customer</p>","My NordLock Pro battery drains in 48 hours. I changed batteries and it still drains quickly. Please help ASAP. Also: battery drains. — Regards, A very unhappy customer",Citi jautājumi
T000244,2023-12-15,C0117,Battery problem with my lock,"My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
Please help ASAP.

<br><br>--<br>NordTech Customer

My order #100455.",My NordLock Pro battery drains in a day. I changed batteries and it still dies. Please help ASAP. --NordTech Customer My order #100455.,Piegādes jautājumi
T000126,2023-12-07,C0028,Locked out of my home,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.
Also: can't get in.

Sent from my Android device</p><br><p>Please help!</p>

Order number: 100767",I am stuck outside — the lock will not unlock. The app shows offline. This is urgent. Also: can't get in. Sent from my Android devicePlease help! Order number: 100767,Piegādes jautājumi
T000250,2023-12-16,C0042,Locked out of my home,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
I need immediate assistance.

—
Regards,
A very unhappy customer</p>

Ref: TX-100512","I am stuck outside — the lock will not unlock. The app shows offline. I need immediate assistance. — Regards, A very unhappy customer Ref: TX-100512",Citi jautājumi
T000005,2023-11-21,C0114,Battery dies in 2 days,"My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.

<br><br>--<br>NordTech Customer

My order #100223.",My NordLock Pro dies in 48 hours. I tried new batteries and it still dies. I can't rely on this. --NordTech Customer My order #100223.,Piegādes jautājumi
T000047,2023-11-28,C0020,Tracking shows no updates,"My delivery is delayed.
Tracking shows in transit for days.
Please update me.
Also: courier.

—
Regards,
A very unhappy customer

Order number: 100363","My delivery is delayed. Tracking shows in transit for days. Please update me. Also: courier. — Regards, A very unhappy customer Order number: 100363",Piegādes jautājumi
T000154,2023-12-09,C0276,I want a refund,"I want to get a refund for this product.
It is not as described.
I need my money back.

Sent from my iPhone

Order number: 101147",I want to get a refund for this product. It is not as described. I need my money back. Sent from my iPhone Order number: 101147,Naudas atgriešana
T000029,2023-11-25,C0071,App cannot connect to WiFi,"The app will not connect to the lock.
I tried pairing again but it fails.
It worked once and then stopped.
Also: connectivity.

—
Regards,
A very unhappy customer

Order number: 100574","The app will not connect to the lock. I tried pairing again but it fails. It worked once and then stopped. Also: connectivity. — Regards, A very unhappy customer Order number: 100574",Kvalitātes problēmas
T000245,2023-12-16,C0126,NordLock Pro battery drains fast,"My NordLock Pro battery drains in 2 days.<br>I changed batteries and it still drains quickly.<br>This is unacceptable.<br><br>—<br>Regards,<br>A very unhappy customer

Ref: TX-100239","My NordLock Pro battery drains in 2 days.I changed batteries and it still drains quickly.This is unacceptable.—Regards,A very unhappy customer Ref: TX-100239",Citi jautājumi
T000297,2023-12-19,C0267,Delivery delay,"My delivery is stuck.<br>Tracking shows pending.<br>Where is my order?<br>Also: courier.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100881.","My delivery is stuck.Tracking shows pending.Where is my order?Also: courier.—Regards,A very unhappy customer My order #100881.",Piegādes jautājumi
T000010,2023-11-21,C0013,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in a day.
I tried new batteries and it still dies.
Please help ASAP.

<p>Thanks</p><p>Customer</p></p><br><p>ASAP</p>

Ref: TX-100257",My NordLock Pro battery drains in a day. I tried new batteries and it still dies. Please help ASAP. ThanksCustomerASAP Ref: TX-100257,Citi jautājumi
T000279,2023-12-18,C0042,App cannot connect to WiFi,"The app cannot connect to the lock.<br>I tried pairing again but it fails.<br>Is there a fix?<br><br>—<br>Regards,<br>A very unhappy customer

Ref: TX-100512","The app cannot connect to the lock.I tried pairing again but it fails.Is there a fix?—Regards,A very unhappy customer Ref: TX-100512",Kvalitātes problēmas
T000219,2023-12-13,C0013,NordLock Pro won't unlock,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
I need immediate assistance.
Also: locked out.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>

Order number: 101071","I am stuck outside — the lock will not unlock. The app shows offline. I need immediate assistance. Also: locked out. — Regards, A very unhappy customerASAP Order number: 101071",Piegādes jautājumi
T000199,2023-12-12,C0005,Battery dies in 2 days,"My smart lock dies in a day.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my Android device",My smart lock dies in a day. I tried new batteries and it still dies. This is unacceptable. Sent from my Android device,Citi jautājumi
T000068,2023-11-29,C0051,Return request,"<p>I want to return this product.
It is not as described.
How do I start an RMA?

—
Regards,
A very unhappy customer</p>

Ref: TX-100384","I want to return this product. It is not as described. How do I start an RMA? — Regards, A very unhappy customer Ref: TX-100384",Citi jautājumi
T000113,2023-12-06,C0145,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?
Also: delivery late.

Sent from my Android device</p>

My order #100796.",My delivery is delayed. Tracking shows in transit for days. Where is my order? Also: delivery late. Sent from my Android device My order #100796.,Piegādes jautājumi
T000248,2023-12-16,C0058,Where is my order?,"My delivery is stuck.<br>Tracking shows pending.<br>Please update me.<br><br>—<br>Regards,<br>A very unhappy customer","My delivery is stuck.Tracking shows pending.Please update me.—Regards,A very unhappy customer",Piegādes jautājumi
T000053,2023-11-28,C0242,Product defective,"<p>The product is not working.
Very disappointed.
Please help.

Sent from my Android device</p>",The product is not working. Very disappointed. Please help. Sent from my Android device,Citi jautājumi
T000311,2023-12-20,C0052,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
I can't rely on this.
Also: battery drains.

<p>Thanks</p><p>Customer</p></p>

Order number: 101068",My NordLock Pro battery drains in a day. I changed batteries and it still dies. I can't rely on this. Also: battery drains. ThanksCustomer Order number: 101068,Piegādes jautājumi
T000332,2023-12-21,C0182,Locked out of my home,"I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.

—
Regards,
A very unhappy customer

Ref: TX-100267","I am stuck outside — the lock will not unlock. The app shows offline. This is urgent. — Regards, A very unhappy customer Ref: TX-100267",Citi jautājumi
T000103,2023-12-05,C0037,Delivery delay,"<p>My delivery is stuck.
Tracking shows no updates.
Please update me.
Also: courier.

Sent from my Android device</p>",My delivery is stuck. Tracking shows no updates. Please update me. Also: courier. Sent from my Android device,Piegādes jautājumi
T000108,2023-12-05,C0223,Product defective,"The product is not working.
This should not happen.
What are my options?

Sent from my Android device

Order number: 100682",The product is not working. This should not happen. What are my options? Sent from my Android device Order number: 100682,Piegādes jautājumi
T000127,2023-12-08,C0199,Delivery delay,"My delivery is late.
Tracking shows in transit for days.
Where is my order?

<br><br>--<br>NordTech Customer

My order #100140.",My delivery is late. Tracking shows in transit for days. Where is my order? --NordTech Customer My order #100140.,Piegādes jautājumi
T000123,2023-12-07,C0035,Return request,"I want to get a refund for this product.<br>It is defective.<br>Please send return instructions.<br>Also: RMA.<br><br><br><br>--<br>NordTech Customer

Ref: TX-100918",I want to get a refund for this product.It is defective.Please send return instructions.Also: RMA.--NordTech Customer Ref: TX-100918,Naudas atgriešana
T000089,2023-12-03,C0030,Tracking shows no updates,"My delivery is delayed.<br>Tracking shows pending.<br>Where is my order?<br><br>Sent from my Android device

Order number: 100537",My delivery is delayed.Tracking shows pending.Where is my order?Sent from my Android device Order number: 100537,Piegādes jautājumi
T000170,2023-12-10,C0147,App cannot connect to WiFi,"<p>The app will not connect to WiFi.
I tried reinstalling the app but it fails.
Please advise.

—
Regards,
A very unhappy customer</p>

My order #100594.","The app will not connect to WiFi. I tried reinstalling the app but it fails. Please advise. — Regards, A very unhappy customer My order #100594.",Kvalitātes problēmas
